canonical_name,Year,entity_type,first_year,last_year,gold_lag1,silver_lag1,bronze_lag1,total_lag1,medal_won_binary_lag1,gold_lag2,silver_lag2,bronze_lag2,total_lag2,medal_won_binary_lag2,gold_lag3,silver_lag3,bronze_lag3,total_lag3,medal_won_binary_lag3,n_athletes_total,n_athletes_male,n_athletes_female,n_unique_events,athlete_growth_rate,is_host,is_host_next,is_host_prev,host_cycle_phase,years_since_last_host,total_events_this_year,n_sports_this_year,n_disciplines_this_year,n_new_events,n_discontinued_events,summary_index,n_obvious_advantage,n_general_advantage,n_potential_advantage,top_discipline_code,top_discipline_score,region,years_since_first_participation,n_olympiads_participated,has_multi_teams,n_multi_disciplines,y_gold,y_silver,y_bronze,y_total,y_any
Afghanistan,1936,country,1936,2024,,,,,,,,,,,,,,,,16,16,0,4,,0,0,0,0,-1,129,48,67,4.0,2.0,0.0,0,0,2,ATH,0.0,Asia,0,1,0,0,0,0,0,0,0
Afghanistan,1948,country,1936,2024,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,22,22,0,2,0.375,0,0,0,0,-1,136,48,68,9.0,2.0,0.0,0,0,2,FBL,0.0,Asia,12,2,0,0,0,0,0,0,0
Afghanistan,1952,country,1936,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0,0,0,0,,0,0,0,0,-1,149,48,68,12.0,0.0,,0,0,0,,,Asia,16,2,0,0,0,0,0,0,0
Afghanistan,1956,country,1936,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,12,0,1,-0.454545,0,0,0,0,-1,149,48,68,2.0,2.0,0.0,0,0,1,HOC,0.0,Asia,20,3,0,0,0,0,0,0,0
Afghanistan,1960,country,1936,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,16,0,13,0.333333,0,0,0,0,-1,152,48,67,6.0,3.0,0.0,0,0,2,ATH,0.0,Asia,24,4,0,0,0,0,0,0,0
Afghanistan,1964,country,1936,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,8,0,8,-0.5,0,0,0,0,-1,164,47,67,12.0,0.0,0.0,0,0,2,WRF,0.0,Asia,28,5,0,0,0,0,0,0,0
Afghanistan,1968,country,1936,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5,0,5,-0.375,0,0,0,0,-1,174,47,67,14.0,4.0,0.0,0,0,1,WRF,0.0,Asia,32,6,0,0,0,0,0,0,0
Afghanistan,1972,country,1936,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,8,0,8,0.6,0,0,0,0,-1,201,47,67,27.0,0.0,0.0,0,0,2,WRF,0.0,Asia,36,7,0,0,0,0,0,0,0
Afghanistan,1976,country,1936,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,-1,199,48,68,8.0,10.0,,0,0,0,,,Asia,40,7,0,0,0,0,0,0,0
Afghanistan,1980,country,1936,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,11,0,11,0.375,0,0,0,0,-1,204,47,67,6.0,1.0,0.0,0,0,3,BOX,0.0,Asia,44,8,0,0,0,0,0,0,0
Afghanistan,1984,country,1936,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,-1,225,46,66,21.0,0.0,,0,0,0,,,Asia,48,8,0,0,0,0,0,0,0
Afghanistan,1988,country,1936,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5,0,5,-0.545455,0,0,0,0,-1,243,47,67,19.0,1.0,0.0,0,0,1,WRF,0.0,Asia,52,9,0,0,0,0,0,0,0
Afghanistan,1992,country,1936,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,-1,265,48,68,23.0,1.0,,0,0,0,,,Asia,56,9,0,0,0,0,0,0,0
Afghanistan,1996,country,1936,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,2,-0.6,0,0,0,0,-1,278,48,68,15.0,1.0,0.0,0,0,1,ATH,0.0,Asia,60,10,0,0,0,0,0,0,0
Afghanistan,2000,country,1936,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,-1,299,48,68,24.0,4.0,,0,0,0,,,Asia,64,10,0,0,0,0,0,0,0
Afghanistan,2004,country,1936,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3,2,5,1.5,0,0,0,0,-1,301,48,68,4.0,2.0,0.0,0,0,4,ATH,0.0,Asia,68,11,0,0,0,0,0,0,0
Afghanistan,2008,country,1936,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,1,4,-0.2,0,0,0,0,-1,302,48,68,5.0,4.0,0.025,0,0,2,TKW,0.025,Asia,72,12,0,0,0,0,1,1,1
Afghanistan,2012,country,1936,2024,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,5,1,6,0.5,0,0,0,0,-1,302,48,68,2.0,2.0,0.025,0,0,4,TKW,0.025,Asia,76,13,0,0,0,0,1,1,1
Afghanistan,2016,country,1936,2024,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,2,1,3,-0.5,0,0,0,0,-1,306,48,68,5.0,1.0,0.0,0,0,2,ATH,0.0,Asia,80,14,0,0,0,0,0,0,0
Afghanistan,2020,country,1936,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,5,4,1,5,0.666667,0,0,0,0,-1,316,48,68,33.0,23.0,0.008333,0,0,4,TKW,0.008333,Asia,84,15,0,0,0,0,0,0,0
Afghanistan,2024,country,1936,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,7,3,4,6,0.4,0,0,0,0,-1,297,48,68,6.0,25.0,0.0,0,0,4,ATH,0.0,Asia,88,16,0,0,0,0,0,0,0
Albania,1972,country,1972,2024,,,,,,,,,,,,,,,,5,4,1,3,,0,0,0,0,-1,201,47,67,27.0,0.0,0.0,0,0,2,SHO,0.0,Europe,0,1,0,0,0,0,0,0,0
Albania,1976,country,1972,2024,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0,0,0,0,,0,0,0,0,-1,199,48,68,8.0,10.0,,0,0,0,,,Europe,4,1,0,0,0,0,0,0,0
Albania,1980,country,1972,2024,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0,0,0,0,,0,0,0,0,-1,204,47,67,6.0,1.0,,0,0,0,,,Europe,8,1,0,0,0,0,0,0,0
Albania,1984,country,1972,2024,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0,0,0,0,,0,0,0,0,-1,225,46,66,21.0,0.0,,0,0,0,,,Europe,12,1,0,0,0,0,0,0,0
Albania,1988,country,1972,2024,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0,0,0,0,,0,0,0,0,-1,243,47,67,19.0,1.0,,0,0,0,,,Europe,16,1,0,0,0,0,0,0,0
Albania,1992,country,1972,2024,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,9,7,2,8,0.8,0,0,0,0,-1,265,48,68,23.0,1.0,0.0,0,0,4,ATH,0.0,Europe,20,2,0,0,0,0,0,0,0
Albania,1996,country,1972,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9,3,6,7,0.0,0,0,0,0,-1,278,48,68,15.0,1.0,0.0,0,0,5,ATH,0.0,Europe,24,3,0,0,0,0,0,0,0
Albania,2000,country,1972,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,3,5,-0.444444,0,0,0,0,-1,299,48,68,24.0,4.0,0.0,0,0,3,ATH,0.0,Europe,28,4,0,0,0,0,0,0,0
Albania,2004,country,1972,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,5,2,7,0.4,0,0,0,0,-1,301,48,68,4.0,2.0,0.0,0,0,4,ATH,0.0,Europe,32,5,0,0,0,0,0,0,0
Albania,2008,country,1972,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,7,5,12,0.714286,0,0,0,0,-1,302,48,68,5.0,4.0,0.0,0,0,7,ATH,0.0,Europe,36,6,0,0,0,0,0,0,0
Albania,2012,country,1972,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,7,3,9,-0.166667,0,0,0,0,-1,302,48,68,2.0,2.0,0.0,0,0,5,ATH,0.0,Europe,40,7,0,0,0,0,0,0,0
Albania,2016,country,1972,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,3,3,6,-0.4,0,0,0,0,-1,306,48,68,5.0,1.0,0.0,0,0,3,ATH,0.0,Europe,44,8,0,0,0,0,0,0,0
Albania,2020,country,1972,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,6,4,10,0.666667,0,0,0,0,-1,316,48,68,33.0,23.0,0.0,0,0,6,ATH,0.0,Europe,48,9,0,0,0,0,0,0,0
Albania,2024,country,1972,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,5,4,9,-0.1,0,0,0,0,-1,297,48,68,6.0,25.0,0.033333,0,0,4,WRF,0.033333,Europe,52,10,0,0,0,0,2,2,1
Algeria,1964,country,1964,2024,,,,,,,,,,,,,,,,7,7,0,7,,0,0,0,0,-1,164,47,67,12.0,0.0,0.0,0,0,1,GAR,0.0,Africa,0,1,0,0,0,0,0,0,0
Algeria,1968,country,1964,2024,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,9,9,0,9,0.285714,0,0,0,0,-1,174,47,67,14.0,4.0,0.0,0,0,2,BOX,0.0,Africa,4,2,0,0,0,0,0,0,0
Algeria,1972,country,1964,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,7,7,0,5,-0.222222,0,0,0,0,-1,201,47,67,27.0,0.0,0.0,0,0,2,ATH,0.0,Africa,8,3,0,0,0,0,0,0,0
Algeria,1976,country,1964,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,-1,199,48,68,8.0,10.0,,0,0,0,,,Africa,12,3,0,0,0,0,0,0,0
Algeria,1980,country,1964,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,63,0,28,8.0,0,0,0,0,-1,204,47,67,6.0,1.0,0.0,0,0,10,ATH,0.0,Africa,16,4,0,0,0,0,0,0,0
Algeria,1984,country,1964,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,33,0,17,-0.47619,0,0,0,0,-1,225,46,66,21.0,0.0,0.019608,0,0,4,BOX,0.019608,Africa,20,5,0,0,0,0,2,2,1
Algeria,1988,country,1964,2024,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,42,3,29,0.363636,0,0,0,0,-1,243,47,67,19.0,1.0,0.010606,0,0,7,BOX,0.010606,Africa,24,6,0,0,0,0,0,0,0
Algeria,1992,country,1964,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,36,34,2,27,-0.2,0,0,0,0,-1,265,48,68,23.0,1.0,0.025723000000000003,0,0,7,BOX,0.015152,Africa,28,7,0,0,1,0,1,2,1
Algeria,1996,country,1964,2024,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,47,41,6,29,0.305556,0,0,0,0,-1,278,48,68,15.0,1.0,0.068488,0,0,10,BOX,0.050758,Africa,32,8,0,0,2,0,1,3,1
Algeria,2000,country,1964,2024,2.0,0.0,1.0,3.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,51,41,10,42,0.085106,0,0,0,0,-1,299,48,68,24.0,4.0,0.07933899999999999,0,0,10,BOX,0.043182,Africa,36,9,0,0,1,1,3,5,1
Algeria,2004,country,1964,2024,1.0,1.0,3.0,5.0,1.0,2.0,0.0,1.0,3.0,1.0,1.0,0.0,1.0,2.0,1.0,71,54,17,57,0.392157,0,0,0,0,-1,301,48,68,4.0,2.0,0.049744,0,0,10,BOX,0.02803,Africa,40,10,0,0,0,0,0,0,0
Algeria,2008,country,1964,2024,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,5.0,1.0,2.0,0.0,1.0,3.0,1.0,57,35,22,44,-0.197183,0,0,0,0,-1,302,48,68,5.0,4.0,0.041582,0,0,12,JUD,0.025974,Africa,44,11,0,0,0,1,1,2,1
Algeria,2012,country,1964,2024,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,5.0,1.0,39,22,17,29,-0.315789,0,0,0,0,-1,302,48,68,2.0,2.0,0.027853,0,0,13,JUD,0.018182,Africa,48,12,0,0,1,0,0,1,1
